portrait,time,thread_id
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,17/5/2020 07:57:00,6668672741.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,17/5/2020 10:35:00,6682767159.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,17/5/2020 10:35:00,6682767159.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,17/5/2020 13:38:00,6682767159.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,18/5/2020 07:22:00,6682767159.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,18/5/2020 15:10:00,6682767159.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,18/5/2020 19:57:00,6682767159.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,19/5/2020 13:16:00,6682767159.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,21/5/2020 22:20:00,6693591493.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,21/5/2020 22:23:00,5968781432.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,22/5/2020 17:05:00,6544119368.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,22/5/2020 23:57:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,23/5/2020 00:02:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,23/5/2020 00:15:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,23/5/2020 00:29:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,23/5/2020 02:18:00,6580243705.0
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,23/5/2020 22:35:00,6698585781.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,24/5/2020 03:12:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,24/5/2020 03:15:00,6580243705.0
tb.1.6efadc70.aUChf0FeJIYYAGC9ouyNrA,24/5/2020 13:26:00,6701363931.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,25/5/2020 00:29:00,6580243705.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,25/5/2020 06:23:00,6682767159.0
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,26/5/2020 22:11:00,6705775682.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,27/5/2020 07:09:00,6682767159.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,27/5/2020 08:35:00,6682767159.0
tb.1.467cf3cb.ZfpG2sKy_heKn3eQqHSy5A,28/5/2020 06:57:00,6668991717.0
tb.1.fe245957.c7G3WyUSzkMYWSfVmxQOhA,28/5/2020 20:05:00,6202740211.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,29/5/2020 08:50:00,6706559257.0
tb.1.b8ee268e.naD4ytOBqQ33-XdTxKcWfw,29/5/2020 21:28:00,6098396635.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,30/5/2020 05:45:00,6682767159.0
tb.1.8dcbb82e.ZuEC1ketIGobKq9cDX5QyA,31/5/2020 13:49:00,6054769053.0
tb.1.d667b7e4.5r5lIKSOMX8IQXqpRZk9-w,31/5/2020 14:54:00,5623828381.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,31/5/2020 18:38:00,6682767159.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,3/6/2020 16:46:00,6682767159.0
tb.1.b0e06cc0.PQvHYrNMVczY_jFEdgMHjQ,3/6/2020 22:38:00,6344417116.0
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,4/6/2020 01:05:00,6715648395.0
tb.1.4248a8e1.P_LDc8OAj7H2W1YElGb1-A,5/6/2020 22:31:00,5704076807.0
tb.1.c143273c.fZgDC0cyS8jqoQv98FUFjg,6/6/2020 00:01:00,5980529426.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,6/6/2020 15:40:00,6490052010.0
tb.1.b0e06cc0.PQvHYrNMVczY_jFEdgMHjQ,9/6/2020 20:01:00,6586207746.0
tb.1.b0e06cc0.PQvHYrNMVczY_jFEdgMHjQ,9/6/2020 23:58:00,6708154473.0
tb.1.326e6f3e.VkXGa3kb-P9RcRYthHGEYA,10/6/2020 15:26:00,6708154473.0
tb.1.86af11c3.BT3foROxRbvqHPS0kzkFVg,11/6/2020 13:07:00,6708154473.0
tb.1.b0e06cc0.PQvHYrNMVczY_jFEdgMHjQ,11/6/2020 19:12:00,6122110029.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,12/6/2020 14:03:00,6743520750.0
tb.1.cc75e984.ihEiby_zDI7DNp7kxMHu3g,12/6/2020 17:23:00,6171719157.0
tb.1.ec7eacd1.PZV0POM3pvMW-nLvJWpFig,12/6/2020 17:33:00,6715648395.0
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,12/6/2020 20:53:00,6744399933.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,14/6/2020 10:23:00,6681641203.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,14/6/2020 12:59:00,6744399933.0
tb.1.76b4e618.rnL1FovIKT3gYq8N8D1daA,15/6/2020 14:37:00,6748446422.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,16/6/2020 06:24:00,6682767159.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,17/6/2020 05:32:00,6682767159.0
tb.1.5bbd0588.0hIpR8y1yrb7Lj_IxJ407g,17/6/2020 17:47:00,6212333821.0
tb.1.fe245957.c7G3WyUSzkMYWSfVmxQOhA,17/6/2020 19:42:00,6749958498.0
tb.1.3c214c1a.YRR--wvhCv96Cp9rBQFr8Q,17/6/2020 21:47:00,923041375.0
tb.1.4152fd9.zUBk5oyGusLJpBCFyA8N3w,18/6/2020 00:16:00,6755107775.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,18/6/2020 04:08:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,18/6/2020 04:33:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,20/6/2020 03:31:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,20/6/2020 03:46:00,6580243705.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,20/6/2020 19:55:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,20/6/2020 20:05:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,20/6/2020 20:08:00,6761149133.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,21/6/2020 03:21:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,21/6/2020 03:24:00,6580243705.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:05:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:14:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:24:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:28:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:31:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:31:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:32:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:33:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:33:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:34:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:40:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:45:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:45:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:46:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:47:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:47:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:49:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:51:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:54:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:56:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 09:58:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 10:01:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 10:04:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 10:13:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 12:30:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 12:36:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 12:51:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 12:52:00,6761149133.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,21/6/2020 14:19:00,6762133244.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 20:08:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 20:14:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 20:19:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,21/6/2020 20:25:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,22/6/2020 07:37:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,22/6/2020 08:49:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,22/6/2020 08:51:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,22/6/2020 08:53:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,22/6/2020 09:21:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,22/6/2020 10:13:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,22/6/2020 11:51:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,22/6/2020 12:00:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,22/6/2020 12:06:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,22/6/2020 17:07:00,6761149133.0
tb.1.3e7120d6.80zI7BIq_TBznXVWM26vwg,22/6/2020 18:38:00,6764916652.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,22/6/2020 20:29:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,23/6/2020 10:13:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,23/6/2020 11:45:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,23/6/2020 15:04:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,23/6/2020 15:08:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,23/6/2020 15:09:00,6761149133.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,24/6/2020 01:16:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,24/6/2020 01:25:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,24/6/2020 01:34:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,24/6/2020 01:38:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,24/6/2020 01:44:00,6580243705.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,24/6/2020 04:32:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,24/6/2020 04:35:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,24/6/2020 04:42:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,24/6/2020 19:15:00,6761149133.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,25/6/2020 01:04:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,25/6/2020 01:54:00,6580243705.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,25/6/2020 06:22:00,6761149133.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,25/6/2020 11:06:00,6605656276.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,26/6/2020 19:28:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,26/6/2020 19:36:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,26/6/2020 19:40:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,26/6/2020 19:42:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,26/6/2020 19:45:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,26/6/2020 19:59:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,26/6/2020 22:56:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,27/6/2020 08:28:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,27/6/2020 08:34:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,27/6/2020 08:37:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,27/6/2020 13:44:00,6761149133.0
tb.1.60d17db0.o34newkrXrsxbDk0gRJh9w,28/6/2020 01:16:00,6715648395.0
tb.1.8dcbb82e.ZuEC1ketIGobKq9cDX5QyA,28/6/2020 10:00:00,5950372437.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,28/6/2020 16:03:00,6761149133.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,28/6/2020 22:13:00,5732964835.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,29/6/2020 09:57:00,6761149133.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,29/6/2020 21:23:00,6108354643.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,1/7/2020 03:45:00,6580243705.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,1/7/2020 07:45:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,1/7/2020 17:45:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,1/7/2020 17:46:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,2/7/2020 07:02:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,2/7/2020 07:04:00,6761149133.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,2/7/2020 20:34:00,6786362499.0
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,2/7/2020 21:51:00,6776759165.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,3/7/2020 13:40:00,6778854316.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,5/7/2020 04:59:00,6791336868.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,6/7/2020 00:57:00,6580243705.0
tb.1.efbf623e.BmuSo2ndM9ohR_D8CBO6xA,6/7/2020 06:41:00,5681764559.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,9/7/2020 00:56:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,9/7/2020 01:03:00,6580243705.0
tb.1.de5a6192.h6a3GUwlWhM7geIIe53sng,9/7/2020 23:11:00,6802345676.0
tb.1.de5a6192.h6a3GUwlWhM7geIIe53sng,10/7/2020 18:47:00,6802345676.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 18:49:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 18:57:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:02:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:06:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:14:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:21:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:22:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:23:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:26:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:27:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:28:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:29:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:30:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:31:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:33:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:34:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:34:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:35:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:37:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:38:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:39:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:39:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:40:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:43:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:44:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:46:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 19:51:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 20:14:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,11/7/2020 20:23:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,13/7/2020 11:01:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,13/7/2020 11:19:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,13/7/2020 21:58:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,13/7/2020 22:08:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,13/7/2020 22:23:00,6761149133.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,14/7/2020 17:48:00,6812985856.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,14/7/2020 17:49:00,6812985856.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,14/7/2020 17:54:00,6812985856.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,14/7/2020 19:41:00,6813163380.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,14/7/2020 20:45:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,14/7/2020 20:57:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,14/7/2020 21:02:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,14/7/2020 21:04:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,14/7/2020 21:48:00,6761149133.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,14/7/2020 22:04:00,6808248436.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,14/7/2020 23:34:00,6812985856.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,14/7/2020 23:37:00,6761149133.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,14/7/2020 23:38:00,6812985856.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,15/7/2020 01:59:00,6809219689.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,15/7/2020 05:18:00,6812985856.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,15/7/2020 05:28:00,6812985856.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,15/7/2020 07:32:00,6812985856.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,15/7/2020 07:35:00,6812985856.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,15/7/2020 12:22:00,6761149133.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,15/7/2020 12:27:00,6812985856.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,15/7/2020 17:51:00,6812985856.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,15/7/2020 20:04:00,6761149133.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,15/7/2020 21:07:00,6815277482.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,15/7/2020 22:12:00,6812985856.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,16/7/2020 06:28:00,6812985856.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,16/7/2020 06:33:00,6812985856.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,16/7/2020 07:45:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,16/7/2020 11:36:00,6761149133.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,16/7/2020 12:25:00,6812985856.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,16/7/2020 12:28:00,6812985856.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,16/7/2020 12:31:00,6812985856.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,16/7/2020 17:41:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,16/7/2020 19:25:00,6761149133.0
tb.1.c962804.RfxLbS3gcfG1108X2uGlbw,17/7/2020 00:36:00,5363847755.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,17/7/2020 02:02:00,6580243705.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,17/7/2020 16:50:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,17/7/2020 22:11:00,6761149133.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,17/7/2020 22:29:00,6812985856.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,17/7/2020 22:30:00,6812985856.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,18/7/2020 13:11:00,6821424859.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,19/7/2020 12:05:00,6693139259.0
tb.1.f072c039.gBSorBxdgO6l35A2ao3q9Q,19/7/2020 14:08:00,6812985856.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,19/7/2020 19:45:00,6761149133.0
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,19/7/2020 22:18:00,6824048669.0
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,19/7/2020 22:31:00,6231133322.0
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,20/7/2020 18:47:00,6821424859.0
tb.1.6d29da40.EatqpJMna0mbheE1U4Nw6w,21/7/2020 06:33:00,6715648395.0
tb.1.c143273c.fZgDC0cyS8jqoQv98FUFjg,22/7/2020 03:32:00,6612568134.0
tb.1.1835ee90.C6yZYO5Uo6dBcbY2uAg6oA,22/7/2020 23:45:00,6799374018.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,23/7/2020 16:03:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,23/7/2020 16:24:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,23/7/2020 16:24:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,23/7/2020 16:26:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,23/7/2020 16:28:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,23/7/2020 16:29:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,23/7/2020 16:34:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,23/7/2020 16:35:00,6761149133.0
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,23/7/2020 20:35:00,5891239809.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,24/7/2020 06:35:00,6761149133.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,25/7/2020 01:44:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,25/7/2020 01:46:00,6580243705.0
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,25/7/2020 01:48:00,6580243705.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,25/7/2020 09:28:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,25/7/2020 09:38:00,6761149133.0
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,25/7/2020 09:42:00,6761149133.0
