portrait,content_new
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,好冷。简直寒风刺骨。手都冻僵了。笔都握不稳。今天。情绪还算可以。就是一整天都过的。没什么安全感。心里很闷。很不安焦躁。大家一定要注意加衣服啊。天冷。降温快。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,今天学校活动。有一个班。居然穿了c。splay。c。s的其中两个人物就是我之前提到的。终结的炽天使。里的我最喜欢的克鲁鲁。还有疑似克鲁鲁cp的米伽。那一刻眼泪快出来了。就看到那些六年级的小孩见到那个班的c。s都站起来在那惊叹。说实话真的很惊讶。因为最近我真的特别迷克鲁鲁。就是。终结的炽天使。那个班居然就c。s了。好吧我承认因为那些人c。s的。有点难看。所以我不是特别确定那到底是不是克鲁鲁和米伽。不过看衣服的假发应该就是了。后来。我就哭了。因为我想到了几年前。我在网上看到的一句话。世界上最遥远的距离当然不是生与死。而是。一个次元。之前开导那个我提到的六年级就认识的女孩。我说了一句话。我说。你还有很多。可我除了网络世界。就什么也没有了。我想我大概不适合去念书。我讨厌那么多规矩。讨厌那些虚伪的人。讨厌那些明明用不到却非要学的知识。至少。这个想法是在我三年级起就开始有的。班上总有那么几个女生。可以用几秒钟的时间就把别人的心血结晶说的一文不值。我就是我觉得那种女生的可怕所在。我之所以想当漫画家。是因为我喜欢。我喜欢这份职业。它可以让我和二次元靠的更近。我沉迷在网络世界里。我知道很多人觉得这是错的。可是。我觉得好就好。就像我父母觉得漫画家这个职业赚不了钱也没有利一样。网络世界。二次元。可能是我唯一的了。身边。没人看得起我。可是呢。看不起就看不起好了。因为。生活中真正的胜者又有几个。现在受万人捧爱。千人重视也没用啊。没准。长大后就败的一塌糊涂了。我喜欢抱着这个心态去生活。可能也算是自我安慰吧。不过。也算是给自己一个提醒。哪天过上了好日子。也不能去挥舞。我所要做的。就是先把我的初中读完。不过我会苦一些。因为我得重从初一开始读。之前也说明过情况了。调整情绪嘛。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,有时候啊。会很想回到年前。对那个小小的。不谙世事的小女孩说。不要任性啦。其实。你现在过得很好。加油念书吧。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,今天真心冷。在冷风中瑟瑟发抖。明天还要开家长会。不知道会怎么样。我反正心里没底就对了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,都是魔鬼。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,这绝对。是种刻骨铭心的痛。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,早上好。昨晚做噩梦了。断断续续的醒过来。特别累。现在眼睛好酸。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,又被放鸽子了。我看上帝就是跟我过不去。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,突然间会很厌倦生活。很害怕未来。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,小时候啊。提到。死。这个字。就很害怕。总觉得。人好脆弱。很容易就死了。所以。一直一直一直很害怕死亡。只不过。那时的我。从来没有想过。年后的自己会想死。我身边这样的人特别多。她们嘴上说着什么。我一点也不怕死。但如果真出了什么事。第一个跑走的就是她们。记得那年被刺激过之后。我哭了好久。后来眼泪滴下来的时候。感觉眼睛都酸了。我告诉自己说。睡吧。睡着了就没知觉了。什么都感觉不到了。也不会痛苦了。然后就睡了很久。醒了又睡。睡了又醒。第二天醒来后。我直接捧过手机。觉得整个世界都在天旋地转。头很昏。眼泪又流了。那时候没什么想法。就是单纯想去死。我连做梦都没想过会这样。实在是太糟糕了。有时候真的太害怕明天的到来了。突然间很厌倦生活。我很少周六心情这么低落。眼睛。好酸。哭的好累。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,突然很想化妆。低俗小说。里女主角的那种妆。我很喜欢。不过。有可恶的青春痘这玩意缠着我。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,早上好。总算好好睡了一觉了。但我不得不承认这是我昨晚补作业补到点的。功劳。还没有补完。还有点等会接着写。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,。对我来说。比失去更痛的。是忆起曾经拥有的时候。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,。我不要王冠。我只要你。权力的游戏。如果没有你。我就算是王。也无济于事。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,哈哈。刚刚看到时间猛一愣。刚刚看时间不才了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,心里说不出来的闷。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,现在才发现。我根本连一点孤独都受不了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,今天运动会。说实话报了拔河的我虽然后悔但很欣喜。因为拔河拿了第一。我们班比了局。我真的是感觉手要废了。特别痛。不过我之所以选择报拔河。是因为其他项目我都不行。而且拔河是唯一一个集体项目。但参加人数只限人。能被选上拔河。是我和全班都很惊讶的。因为我个子不是很高。在班上中等。然后我看着比较瘦。实际上我是开头来着。但我仅仅只是去蹭个名额的。现在还是感觉全身酸痛。我们班老师给我们讲了些一点用都没有的技巧。她说那是必杀技。但比了七场。我们只有刚开始的三秒按照她所谓的技巧。后来完全是靠自己使劲。简单来说。今天是尴尬的一天。但至少情绪稳住了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,打算去学素描。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,早上好。昨晚去上素描了。感觉还好吧。不过觉得。突然多了一点压力。毕竟这是辅导班。一大早上就醒了。心里。感觉有压力。压力还挺大的。差不多点就醒来了。然后一直胡思乱想的。不过没关系的吧。会好起来的。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,三年了。喜欢艾薇儿。拉维尼三年了。我第一次听艾薇儿的歌。Here。s。T。Never。Gr。wing。up。在MV里看到她都那一刹那。我想我已经喜欢上这个敢说。I。d。n。t。ing。care。的女孩艾薇儿了。Inn。cence。和。H。w。Y。u。Remina。Me。是我最喜欢的两首歌。每次听都很想哭。也许是歌词太过感同身受。经常泪流满面的放这两首歌。然后哭的更凶了。但哭完后心里就会好很多。艾薇儿不像是我的偶像。而是种信仰。我一直觉得啊。如果有生之年能看到一场她的演唱会。我也死而无憾了。哈哈。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,最近心里好急躁。就是很想哭很烦。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,昨晚做了个噩梦。醒来后觉得。好害怕。最近精神很脆弱。这周我基本上是在一个。精神崩溃边缘的。放学前又犯病。莫名其妙哭了出来。同桌又刚好在讲段子。我只好憋住眼泪假笑。最近心里还很烦躁。一遇到什么事就容易急。一急就想哭想自残。自残我得慢慢改。有时候一急就拿刀猛划一下。划完会冷静很多。但伤身体。明天还要数学测验。这个单元学的一塌糊涂。不知道会怎么样。但我现在抱佛脚来不及了。还是不去抱了。万一佛脚没抱到反而佛踹我一脚就完了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,看看明天会如何吧。如果是那样的话。我一定要彻底忘掉他。把他在我记忆里的那一段。忘的干干净净。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,我不敢轻易断言明天。那些过多的猜测都没用。谁知道是明天会先来还是意外先来呢。我只能在脑海里勾勒描绘最美好的画面。最后让明天来告诉我。我的一切幻想是否真实。所以啊。我在等着明天呢。因为。明天如果真的如同我所想的。最坏情况。那样。我就打算去彻底忘掉那个人了。忘掉他后。我相信我心里会没那么堵的。因为呢。心。是最易受伤的呢。
tb.1.38d5acf4.VXTZdtwZUKbIuUpvKSWsYQ,症状。不真实感。心慌。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,。不就个人吗。我才不信忘记他那么费劲。每次想忘记。他。时我都这么想。嗯。就是那个我默默喜欢了几年的男生。到底为什么会喜欢他呢。我不知道。我只知道。在未来的路上。我一定会碰到比他好的男生。但我一定碰不到第二个他。说实话我觉得。单相思一个人最痛苦的地方就在于。在每次打算忘记他时他却出现了。在思念他时他却永远不在。我知道就我这样是这辈子都别想追人的。我一直装作对他无感。以前还很傲娇的当着他面说讨厌他之类的话。前天上帝给我制造了一个机会。我却撇开了那个机会。因为我打算。在他面前死撑到底算了。已经装作讨厌他了那就装下去好了。然而昨天呢。他貌似。在我面前刷存在感了。谁知道呢。我才不信。忘记他真有那么难。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,早上好。最近经常做梦。以前基本上不做梦的。睡的很累。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,今天时间多。把我的小故事一点点慢慢讲。先讲讲小时候的故事好了。小时候我的故事可以分割成两部分。一部分是美好的像梦一样的时光。另一部分就是刻骨铭心的疼痛。先讲美好时光好啦。我记得是夏天。因为美好回忆都在夏季。所以我唯一喜欢夏天这个季节。那时候我住在外婆外公家。外婆外公都很通情达理。对我很好。每天都去超市买好多好多洋娃娃。跟外婆外公一起看电视。讲故事。很快乐。但那时候的我特别任性。不懂事。经常气外婆外公。现在想来真的很抱歉。但说实话。那段时间是我人生中真的很幸福的一段时光。我的世界还很纯净干净。看不见肮脏的现实和虚伪的人。只知道我活的快乐不压抑。另一部分。是我最开始的痛。就是我的幼儿园时期。势利眼。我见多了。幼儿园老师就是的。我小时候那个幼儿园就喜欢弄那种小学。年级才会学到的知识给我们做。还有那些。年级才会学到的英语。可能听来没什么。但那个时候的我才差不多岁吧。我真的根本听不懂。但非要做习题。我记得。最痛的一件事就是。那个时候我已经回爷爷奶奶家住了。不住在外婆外公家了。那次奶奶来接我回家。当时老师放学前就刚好叫我们做那个题目。我不会。然后老师给我批错了也就是不告诉我哪里错了。然后我只好留在那里订正。整个教室。空空荡荡的。只有我和老师以及我奶奶。我奶奶就火了。说什么不要我了。她自己走了。还对我拳打脚踢的。我记得那天我哭的撕心裂肺的。嗓子都喊哑了。我奶奶还是皱着眉头甩开我的手说。我不要你了。然后走了。老师也就那么看着。没出来阻止。也没来扶我。后来我哭了好久好久。一点气也喘不上来。老师总算看不下去了。让我带回家做。我点了点头。拿着作业本连路都走不稳的跌跌撞撞的走了下去。然后我看到奶奶就坐在椅子上。很明显的在生气。说实话这是我。很崩溃的一段故事。对于当时连岁都没有的我来说伤害太大。我描述的可能不怎么样吧。但我真的。伤的很深。我不懂为什么奶奶要那么那么生气。也真的害怕奶奶不要我了。所以真的。哭的撕心裂肺。还有一段。也是幼儿园时期。那个时候的我没有朋友。班上还有个张扬跋扈的女孩和一个看不起我的男孩。这两个人整天合伙欺负我。一天不瞪我就难受的感觉。这两人曾把我害得很惨。具体哪件事我也不详细说明了吧。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,接下来是小学的故事。从。年级开始。一年级时。班上的老师呢。就是个势利眼。她特别喜欢叫学生们带糖果。然后她把那糖果放在她自己那里。哪个同学表现好就奖励一颗。说白了就是拿别的同学的东西去奖励给其他同学。那时候学拼音吧。老师呢有事没事就喜欢抽背。默写。不过关三次就找家长。哈。很扯淡。读拼音不过关找家长。一年级。成绩不好的我很快成了老师常年出气筒。常年被找家长。我们老师侮辱人还特别有一套。具体怎么侮辱的我不想说呢。因为那一段过去。我怎么也直视不了。二年级吧。还是那个老师。只不过班上转来了一个男生。就是我现在喜欢的人。我至今还记得那天。他穿着白T。牛仔裤。运动学。很典型的男生打扮。那个时候的我对他的长相只有一个感受。哇这真的是个男生吗。明明是个小姑娘吧。他是长得很眉清目秀的那种男生。皮肤白皙。不过高也不塌的鼻梁。薄唇。眼睛很有神。如果他是个妹子那应该是班花了。那个时候我对他一点感觉也没。纯粹觉得他长得挺好看的。后来跟他坐了段时间的同桌。觉得这男生挺有骨气也挺有意思的。后来老师发现他比我高一截。现在他仍然比我高一截。就调到后面去了。二年级也经常被老师羞辱吧。但记得不是很清楚。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,浪回来了。讲真。现在又有了那种许久未有的罪恶感。浪的时候把人家店里一个块的圣诞节装饰物弄碎了。没敢说出来。就那么走了。但心里真的特别不安。很害怕。这种罪恶感洗不掉。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,不过我干的坏事也不少了。可能接下来我会倒霉一阵子。上帝讨厌撒谎干坏事的孩子。但我想我现在已经没有回头路了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,一个人也没有。真的好害怕。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,我想我已经可以完美诠释。坏女孩。这三个字了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,情绪控制不住了。眼泪一直流。负担太大了。好想好想去死。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,我知道这种事告诉我妈然后跟我妈一起处理是最好的。但是。我不想告诉我妈。因为我想自己担起。虽然我承担不了这么重的责任。我习惯了把伤心的事自己瞒着不告诉我妈。可很多时候都是逞能吧。这件事跟我妈一块处理了自己心里会没那么难受。可我还是要自己一个人担。毕竟。我要给我妈减少压力。尽量少费心思。所以我选择这么做。会过去的。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,如果有人问。你真的甘心。就那么忘掉吗。我一定会回答。不甘心。可是啊。留在心里也没用对吧。不如忘了。给自己一个交代。也给过去的自己一个交代。不要想着报复。不要想着回到过去讨人欢心。不如忘了吧。忘了吧。一定会好起来的。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,早上好。今天早上点就醒了。在床上翻来复去睡不着。很难受很压抑。今天快点过去就好了。过去了。就自然没那么多事了。心里那块大石头也可以落下了。第一次祈祷。说实话我不是基督教。可我想。事已至此。不如试试。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,一年前。我跟恶魔做了交易。我把灵魂卖给她。她许我一份安宁。可如今我才发现。那份安宁只能加深我的罪恶感。我最终还是成为了自己讨厌的人。这次。我不退缩了。做了就是做了。就承担一下。没什么的。大不了被商店里的人讲一通吧。与其长久的不安。不如来个痛快。这次说什么也不签恶魔的合约了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,。樱桃小丸子。是我的童年回忆。从小我就盼望着快点长大。能到岁上年级。因为樱桃子就是岁。可是。如今的我。已经岁了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,没关系的。会好起来的。慢慢来。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,打算开始慢慢调整生活。先从睡眠开始。我是学生党。可以说是起早贪黑了。就准时早读了。所以。我至少要点起床。作业一般写到。点多结束。所以我就算点睡觉。也就只能睡个小时吧。说实话真的不够。一般来说我睡不到个小时。所以写作业时不能拖拉。一定要快速快速写。我得保证睡眠足够。饮食方面。我六年级时有一段时间特别爱喝可乐。一天不喝就觉得不舒服。还有吃糖也是。就喜欢写作业时含一个。后来寒假我身体就不行了。我有胃病。后来就来犯胃病。感觉肺要炸了那种。没错我有胃病还是吃东西一点也不顾及就是明摆着作死。最近又迷上可乐了。之前去超市买了一大堆回来。这次全喝完了就得开始慢慢戒了。一周必须有天不喝可乐也不吃糖。我相信我可以慢慢戒掉。情绪。说实话我是个。嗯悲观主义者。我很难控制自己的情绪。另外我情绪是很焦躁的那种。一烦躁就容易想哭。一哭也止不住。最近精神特别脆弱。以前很少做梦。现在很少不做梦。说实话那种感觉特别糟糕。都做些噩梦。半夜惊醒过来。很无助。也很害怕。看着一片漆黑的房间。只好又闭上眼睛去睡觉。我不知道该怎样去控制情绪。反正我知道自己挺情绪化的。但我能做的只有靠着未雨绸缪去先一步让我后面的情绪有所保障。这个我可能要一点点来慢慢总结和调整。以前只知道特别难过。也不去管别的。过去了就过去了我不是很放在心上。现在才知道我不能这么下去。总而言之。希望。生活会好起来。
tb.1.3d3b474f.kV4BJ2IFbINsoTIjScEHSQ,这人真坏。不懂还言语刺激。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,今天特别冷。手冻僵了。而且在上午最后一节课之前。一切都好的不能再好。那个老巫婆班主任。用表面是表扬的方式狠狠踩了我几下。说实话。这可以说是侮辱了。然后我就情绪崩了。读书的时候眼泪水一直在打转。我就一直拿牙咬自己的手。感觉到血腥味时才停下。确实破了点。我有两个同桌。我们这组是特殊情况。右边的那个男生一直变着法子逗我。所以其实有时候觉得。班上这群男生。也不是每个都很讨厌啊。讲句真心话。我对老师。不抱任何幻想。我不指望她们会来喜欢我什么的。至于他们对我的看法。我不做评价。我又不是钱。怎么可能人人喜欢。人都挺复杂的。我遇到过的老师都喜欢一捧一踩。可说到底。我还是没有去反抗的权利。所以我选择视而不见。忘掉就好。但自尊心还是会受损吧。就那么无缘无故的被骂一顿。说到底还是伤心的。其次呢。我打算先专攻语文和历史。再花点小时间去多学学地理。其他的东西我打算先放放。初一时闹情绪缺了很多课。所以现在上课也听不太懂。我就不费那么多心思了。到时候得复读。慢慢补上来。现在心急吃不了热豆腐。刚好别给自己那么大压力。点多啦。我得去补觉了。晚安。祝各位都能有个好梦。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,心里害怕。却找不到一个好的解释。不过现在心情稳定了好多。今天。是抑郁症几年以来。第一次想开口跟我妈说。带我去检查一下吧。很想去看看大海。从小就对大海有不一样的憧憬。一直希望自己能像海底的鱼一样。自由自在的。遨游在那片自己的海洋里。祝一切安好。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,早上好。两天没发留言了呀。最近出了点问题。生理期没来却肚子疼。我妈说如果我这样持续下去得带我去医院检查。不过也有可能是我心情问题引起的。最近发生的事多。有点影响。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,昨晚把想看了几年的。音乐之声。看了。音乐老师放的。记得。年级时。我们音乐老师经常给我们放电影。像。放牛班的春天。音乐之声。这样的。但从没完整的放完过。音乐教室的座位是自己选的。我和当时一个朋友坐在了最后一排。每节音乐课都挺开心的。很怀念那时的时光。现在已经物是人非了。那个班。已经散了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,又来了。肚子疼。我开始慌了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,感觉好几天没来留言了。来冒个泡。诶嘿。最近。除了我自己在吓自己以外。还算OK吧。总而言之。希望一切都能渐渐好起来。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,今天又犯蠢了。语文作业写错了。多写了。浪费了分钟。还把英语默写纸忘在学校了。只好明天早点去补。当然也发生了点影响心情的事。又是那个老巫婆班主任整的。不过也不用多说。我可以自己调节。加油。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,糟心。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,我又回来了。继续。讲述我的故事。刚刚啊。不知道怎么了。突然哭的稀里哗啦的。只觉得好压抑。今早起来觉得。自己的眼神。是越来越空洞了。如果说。有人让我用三个词来描绘一下最真实的自己。那我用的第一个词。绝对是敏感。若我对身边的人说。我从小缺爱的话。一定会被说。就你这样还叫缺爱。巴不得叫全世界都把爱给你是不是。做人好自为之一点。其实。我不过就是缺少安全感。从小到大。我都生活在一个空荡荡的世界里。下一秒。那个世界就有崩塌的可能性。因为。我身边没有真心的人。不过就是糖衣炮弹罢了。今天去买圣诞节礼物。但我知道。那不值。其实我说白了就是给自己找虐而已。又不会有人送给我。不过。也罢了。对了。在买礼物的那家店里。看到招聘信息了。岁男女不限。很想去试试。可是啊。我还没满岁。很想长大。又想回到小时候。其实呢。无论如何。那都过去了。既然过去了。就过去了吧。伤口还在。随时会破。随时会流血。但。至少已经没关系了。我再也不会哭的像失去了整个世界。柳暗花明又一村。我相信会好起来的。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,今早睡到了。很舒服。很久没有睡这么沉了。这感觉很好。明天就是圣诞节了。但我心里。很空。不知道为什么。我有点害怕。因为我不喜欢参加活动。本来是很开心的。结果。算啦。大不了。自己咬咬牙狠心一点。没什么的。上午好。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,心里好空。这种感觉太糟了。有时候真的很想说一句。凭什么。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,刚刚。又哭的连一口气都喘不上了。第一次觉得。我连一个可以依靠的人都没有。这个家。我也快住不下去了。
tb.1.1e7b98bc.3x5ypqrV9-6iUXpVNgbGbw,不知道你现在多大年龄。但你有这样的困扰感觉你会是一个很温暖很善良的人。你不想跟朋友说。你可以跟我说说看啊。我们素不相识。有什么不开心的事跟我说也没关系的吧。
tb.1.9ebd56dd.n54Z4ymwrH-6vUcVClsHDg,可以的话。养个小动物吧。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,最近感冒很严重啊。我们班好几个人请病假了。注意保暖和开窗透气。别感冒了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,有时候很恶心班上一些女生。盛气凌人的批判别人。看不起人也见不得别人变得好起来。非要踩几脚心里才舒服。每次听见那几个女生低声肆意评判着别人的好心好意或一举一动。都会反胃。我听过她们说班上一个女生帮别人擦一下翻了水的桌面是个很作的行为。因为老师表扬那个帮忙的女生了。那一刻我就打从心底犯恶心了。我也只能忍了。初二结束后就再也不会见到这些人了。当然她们也给我立了个模范。我绝对不能成为这种人。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,这个家啊。以后要负担大了。爷爷奶奶都有病在身。家里人只好三天两头的往医院赶。现在放学只好自己回家。问题是我家离学校不是很近。但也不远。要十几分钟才能走到家。不过就当锻炼身体了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,我。对不起。
tb.1.9ebd56dd.n54Z4ymwrH-6vUcVClsHDg,想问哈子。为啥。我。回帖。会显示出。坐标。来。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,今天又抽背课文来着。因为老师说。如果都能背过关。就带我们出去玩一会而且不布置英语作业。然后。第二个就抽到我了。大家都希望能出去玩。都希望免作业。所以我真的。压力很大。背下来了。老师还嫌不好。批了我一顿。当时就情绪崩了。趴在桌子上哭。坐在我身边的人都问我怎么了。没事吧。但他们越问。我哭的越厉害。说实话。压力真的很大很大。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,年月日晚。正在补作业中。笑。我也该对那些事说。再见了。与此同时。我也要说一句。你好。抑郁症。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,你们好。这里是月日上午。刚刚醒来。昨晚作业写到了点多。但也没写多少。不过我满足了。做了一个噩梦。那个梦。好奇怪。没有张牙舞爪的怪兽。没有直击心灵的恐惧。没有追着我跑的梦魇。只是简简单单一件生活中难免会发生的事。就那么被我梦到了。我想我终究也就是个孩子吧。在梦里。那么慌张。那么害怕。还好。我醒过来了。一切。都结束了。梦魇也结束了。愿那些如噩梦般的事。也能像噩梦一样。有个结束。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,Hi。这里下午。正在写作业中。我猛地发现啊。好像我在需要人时。没有人在。而我不需要人时。人却很多。多到让我烦。让我的QQ信息不到分钟就是。生活中的烦恼固然多。孤独也随时随地包围着自己。记得去年暑假里。的暑假。我在看。弹丸论破。七海千秋说了一句话。我的人生啊。只剩下游戏了。我想我可能也差不多了。明天。就是了。愿一切都会好起来。都有个新的开始。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,你好。再见。愿能处处顺心。万事如意。新年快乐。
tb.1.72cf86cc.DVl5nBMzECbF8x1CVBQKEA,有。突然很想哭。突然很想死。突然想自残。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,我喜欢看动漫。喜欢活在漫画的世界。动漫的世界。喜欢活在二次元里。你们应该都看过。爱丽丝梦游仙境。对吧。像那样的故事。我也想要发生一次。哪怕是一场梦。醒来的那一刻我可以说一句。罢了。我也曾当过Alice。不过。我终究是个活生生的人啊。不如。活得好过点。活得精彩点。新开始。会好的。
tb.1.875e160f.XfmWeygETBlg2XjNTmfbVg,试着跑步吧。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,下雪了。好难得。但一落到地上就化了。下的很小。你好。的第一场雪。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,雪已经堆积了。我们这里很少下雪。所以。明天停课。超级开心。上课的时候闲的无聊在手上画了一个小标志。是我自创的。感觉很好玩啊。突然一下兴奋起来。就像纹身一样。想纹纹身好久啦。但我这个学生也不可能去纹。就是作业很多。一大叠卷子。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,早上好。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,今天睡到了早上点。醒来的时候感觉很轻松。平常。总有噩梦侵扰。细思极恐的故事和让我眼泪止不住的梦魇。所以说。能一觉舒舒服服的睡到自然醒。真的很棒。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,另外我一直在想一个问题。到底怎么样才能让皮肤变白。说实话这事一直是我的一个坎。因为我知道原因。所以打算开始真正的。记录。不光是生活。还有我的调养。因为我知道。我要是再不好好去调养。我真的没准哪天就猝死了。目标一。睡眠时间。这个是我的老毛病对吧。我记得好像我以前也这么说过的。那天。我就有说过要从睡眠开始调整。然而事实证明。我只调整了一天。所以我得给自己定个计划。就是点就去睡觉。稍晚点。之类的也没问题。但不能继续拖到点之类的。作业其实一般在我不闹情绪的情况下都是点前就可以写完的。目标二。饮食。没错我。那天我说过要戒糖和可乐。糖是戒掉了。可乐。我也差不多了。一周最多一次。然而戒掉这两个东西。并没有什么用。我不吃蔬果。海鲜也不吃。主要就是肉类和外卖。好吧我平常吃的那些都是宅女必备。然而我不是很容易就吃的胖。就算吃胖了也不怎么看得出来那种。所以我吃东西从来不忌口。就是想吃就吃吧。但现在才发现。这真的不好。明显感觉自己看上去就不健康。特别是肤色看上去不健康。所以。我得开始吃蔬果了。没准哪天就出事了呢。目标三。情绪。是的依旧是我的坎儿。我依旧说过情绪问题。其实我不知道怎么。就是去让压力减少。我最难受的地方就在于很多时候。心里难受的要死也想哭哭不出来。我又不能自残更伤身体。不过现在我找到了一个可以减少压力的小办法。我目前不说。若有效果再说。因为我正在中二期。所以。微笑。不论如何。自己的身体一定要好好对待。照顾好自己。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,已经很努力的克制糖分摄入了。比以前好很多。都是喝水。以后要再减少。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,就是不知道怎么了。上午课间时间去跑完步。肚子疼的特别厉害。应该不是运动过度造成的。一直在喝水试着能不能缓解。喝了一整瓶才有了效果。真的疼的厉害。放学回来后不久心脏还很疼。不过过了一会就没关系了。最近经常这样。肚子疼和心脏疼。或许有时间我真的要去检查一下。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,拜那个老巫婆所赐。我觉得学校越来越像牢笼。或者说。监狱。我本以为。那样做她会高兴的。而不是那样羞辱我。
